Code,Date,Open,High,Low,Close,Adj Close,Volume,movingAverage
AMZN,2024-05-08,187.44,188.43,186.39,188.0,188.0,"26,136,400",185.89833333333334
AMZN,2024-05-09,188.88,191.7,187.44,189.5,189.5,"43,368,400",187.6483333333333
AMZN,2024-05-10,189.16,189.89,186.93,187.48,187.48,"34,141,800",188.10833333333332
AMZN,2024-05-13,188.0,188.31,185.36,186.57,186.57,"24,898,600",188.16833333333332
AMZN,2024-05-14,183.82,187.72,183.45,187.07,187.07,"38,698,200",187.89666666666665
AMZN,2024-05-15,185.97,186.72,182.73,185.99,185.99,"75,459,900",187.43499999999997
AMZN,2024-05-16,185.6,187.31,183.46,183.63,183.63,"38,834,500",186.70666666666662
AMZN,2024-05-17,183.76,185.3,183.35,184.7,184.7,"33,175,700",185.90666666666664
AMZN,2024-05-20,184.34,186.67,183.28,183.54,183.54,"30,511,800",185.25
AMZN,2024-05-21,182.3,183.26,180.75,183.15,183.15,"50,839,100",184.68000000000004
AMZN,2024-05-22,183.88,185.22,181.97,183.13,183.13,"28,148,800",184.0233333333333
AMZN,2024-05-23,183.66,184.76,180.08,181.05,181.05,"33,670,200",183.20000000000002
AMZN,2024-05-24,181.65,182.44,180.3,180.75,180.75,"27,434,100",182.72
AMZN,2024-05-28,179.93,182.24,179.49,182.15,182.15,"29,927,000",182.295
AMZN,2024-05-29,181.7,184.08,181.55,182.02,182.02,"32,009,300",182.04166666666666
AMZN,2024-05-30,181.31,181.34,178.36,179.32,179.32,"29,249,200",181.40333333333334
AMZN,2024-05-31,178.3,179.21,173.87,176.44,176.44,"58,903,900",180.28833333333333
AMZN,2024-06-03,177.7,178.7,175.92,178.34,178.34,"30,786,600",179.83666666666667
AMZN,2024-06-04,177.64,179.82,176.44,179.34,179.34,"27,198,400",179.6016666666667
AMZN,2024-06-05,180.1,181.5,178.75,181.28,181.28,"32,116,400",179.45666666666668
AMZN,2024-06-06,181.75,185.0,181.49,185.0,185.0,"31,371,200",179.95333333333335
AMZN,2024-06-07,184.9,186.29,183.36,184.3,184.3,"28,021,500",180.78333333333333
AMZN,2024-06-10,184.07,187.23,183.79,187.06,187.06,"34,494,500",182.5533333333333
AMZN,2024-06-11,187.06,187.77,184.54,187.23,187.23,"27,265,100",184.035
AMZN,2024-06-12,188.02,188.35,185.43,186.89,186.89,"33,984,200",185.2933333333333
AMZN,2024-06-13,186.09,187.67,182.67,183.83,183.83,"39,721,500",185.71833333333333
AMZN,2024-06-14,183.08,183.72,182.23,183.66,183.66,"25,456,400",185.495
AMZN,2024-06-17,182.52,185.0,181.22,184.06,184.06,"35,601,900",185.455
AMZN,2024-06-18,183.74,184.29,181.43,182.81,182.81,"36,659,200",184.74666666666667
AMZN,2024-06-20,182.91,186.51,182.72,186.1,186.1,"44,726,800",184.5583333333333
AMZN,2024-06-21,187.8,189.28,185.86,189.08,189.08,"72,931,800",184.92333333333332
AMZN,2024-06-24,189.33,191.0,185.33,185.57,185.57,"50,610,400",185.21333333333334
AMZN,2024-06-25,186.81,188.84,185.42,186.34,186.34,"45,898,500",185.66
AMZN,2024-06-26,186.92,194.8,186.26,193.61,193.61,"65,103,900",187.25166666666667
AMZN,2024-06-27,195.01,199.84,194.2,197.85,197.85,"74,397,500",189.75833333333333
AMZN,2024-06-28,197.73,198.85,192.5,193.25,193.25,"76,930,200",190.95000000000002
AMZN,2024-07-01,193.49,198.3,192.82,197.2,197.2,"41,192,000",192.3033333333333
AMZN,2024-07-02,197.28,200.43,195.93,200.0,200.0,"45,600,000",194.70833333333334
AMZN,2024-07-03,199.94,200.03,196.76,197.59,197.59,"31,597,900",196.58333333333334
AMZN,2024-07-05,198.65,200.55,198.17,200.0,200.0,"39,858,900",197.6483333333333
AMZN,2024-07-08,200.04,201.2,197.96,199.29,199.29,"34,767,300",197.88833333333335
AMZN,2024-07-09,199.4,200.57,199.05,199.34,199.34,"32,700,100",198.9033333333333
AMZN,2024-07-10,200.0,200.11,197.69,199.79,199.79,"32,883,800",199.335
AMZN,2024-07-11,200.09,200.27,192.86,195.05,195.05,"44,565,000",198.51
AMZN,2024-07-12,194.8,196.47,193.83,194.49,194.49,"30,598,500",197.99333333333334
AMZN,2024-07-15,194.56,196.19,190.83,192.72,192.72,"40,683,200",196.78
AMZN,2024-07-16,195.59,196.62,192.24,193.02,193.02,"33,994,700",195.735
AMZN,2024-07-17,191.35,191.58,185.99,187.93,187.93,"48,076,100",193.83333333333334
AMZN,2024-07-18,189.59,189.68,181.45,183.75,183.75,"51,043,600",191.16
AMZN,2024-07-19,181.14,184.93,180.11,183.13,183.13,"43,081,800",189.17333333333332
AMZN,2024-07-22,185.0,185.06,182.48,182.55,182.55,"39,931,900",187.18333333333337
AMZN,2024-07-23,184.1,189.39,183.56,186.41,186.41,"47,537,700",186.1316666666667
AMZN,2024-07-24,183.2,185.45,180.41,180.83,180.83,"41,532,400",184.1
AMZN,2024-07-25,182.91,183.9,176.8,179.85,179.85,"44,464,200",182.75333333333333
AMZN,2024-07-26,180.39,183.19,180.24,182.5,182.5,"29,506,000",182.545
AMZN,2024-07-29,183.84,184.75,182.38,183.2,183.2,"33,270,100",182.5566666666667
AMZN,2024-07-30,184.72,185.86,179.38,181.71,181.71,"39,508,600",182.41666666666666
AMZN,2024-07-31,185.05,187.94,184.46,186.98,186.98,"41,667,300",182.51166666666668
AMZN,2024-08-01,189.29,190.6,181.87,184.07,184.07,"70,435,600",183.05166666666665
AMZN,2024-08-02,166.75,168.77,160.55,167.9,167.9,"141,448,400",181.06000000000003
AMZN,2024-08-05,154.21,162.96,151.61,161.02,161.02,"83,149,400",177.48000000000002
AMZN,2024-08-06,161.71,165.08,158.54,161.93,161.93,"59,950,800",173.93499999999997
AMZN,2024-08-07,166.55,167.58,161.43,162.77,162.77,"48,408,200",170.7783333333333
AMZN,2024-08-08,165.17,166.69,162.55,165.8,165.8,"44,616,200",167.24833333333333
AMZN,2024-08-09,166.4,168.55,165.85,166.94,166.94,"36,401,000",164.39333333333335
AMZN,2024-08-12,168.14,168.55,166.11,166.8,166.8,"30,072,800",164.21
AMZN,2024-08-13,167.81,171.04,167.1,170.23,170.23,"39,237,900",165.745
AMZN,2024-08-14,172.11,172.28,168.86,170.1,170.1,"28,843,800",167.10666666666668
AMZN,2024-08-15,174.86,177.91,173.99,177.59,177.59,"51,698,500",169.57666666666668
AMZN,2024-08-16,177.04,178.34,176.26,177.06,177.06,"31,489,200",171.45333333333335
AMZN,2024-08-19,177.64,178.3,176.16,178.22,178.22,"31,129,800",173.33333333333334
AMZN,2024-08-20,177.92,179.01,177.43,178.88,178.88,"26,255,200",175.34666666666666
AMZN,2024-08-21,179.92,182.39,178.89,180.11,180.11,"35,599,100",176.99333333333334
AMZN,2024-08-22,181.38,181.47,175.68,176.13,176.13,"32,047,500",177.99833333333333
AMZN,2024-08-23,177.34,178.97,175.24,177.04,177.04,"29,150,100",177.90666666666667
AMZN,2024-08-26,176.7,177.47,174.3,175.5,175.5,"22,366,200",177.64666666666668
AMZN,2024-08-27,174.15,174.89,172.25,173.12,173.12,"29,842,000",176.79666666666665
AMZN,2024-08-28,173.69,173.69,168.92,170.8,170.8,"29,045,000",175.45000000000002
AMZN,2024-08-29,173.22,174.29,170.81,172.12,172.12,"26,407,800",174.11833333333334
AMZN,2024-08-30,172.78,178.9,172.6,178.5,178.5,"43,429,400",174.51333333333332
AMZN,2024-09-03,177.55,178.26,175.26,176.25,176.25,"37,817,500",174.38166666666666
AMZN,2024-09-04,174.48,175.98,172.54,173.33,173.33,"30,309,200",174.01999999999998
AMZN,2024-09-05,175.0,179.88,175.0,177.89,177.89,"40,170,500",174.81500000000003
AMZN,2024-09-06,177.24,178.38,171.16,171.39,171.39,"41,466,500",174.91333333333333
AMZN,2024-09-09,174.53,175.85,173.51,175.4,175.4,"29,037,400",175.46
AMZN,2024-09-10,177.49,180.5,176.79,179.55,179.55,"36,233,800",175.635
AMZN,2024-09-11,180.1,184.99,175.73,184.52,184.52,"42,564,700",177.01333333333332
AMZN,2024-09-12,184.8,187.41,183.54,187.0,187.0,"33,622,500",179.29166666666666
AMZN,2024-09-13,187.0,188.5,185.91,186.49,186.49,"26,495,400",180.725
AMZN,2024-09-16,185.29,185.81,183.36,184.89,184.89,"26,065,500",182.975
AMZN,2024-09-17,186.85,189.45,186.14,186.88,186.88,"26,091,700",184.88833333333332
AMZN,2024-09-18,186.45,188.8,185.06,186.43,186.43,"34,448,100",186.035
AMZN,2024-09-19,190.04,190.99,188.47,189.87,189.87,"39,543,200",186.92666666666665
AMZN,2024-09-20,190.23,191.84,187.41,191.6,191.6,"100,378,600",187.69333333333336
AMZN,2024-09-23,191.64,194.45,190.57,193.88,193.88,"36,993,100",188.92500000000004
AMZN,2024-09-24,194.27,195.37,190.13,193.96,193.96,"43,478,900",190.4366666666667
AMZN,2024-09-25,193.75,193.95,192.16,192.53,192.53,"26,391,100",191.37833333333333
AMZN,2024-09-26,194.31,194.53,189.54,191.16,191.16,"36,334,900",192.16666666666666
AMZN,2024-09-27,190.68,190.9,187.34,187.97,187.97,"36,002,300",191.85
AMZN,2024-09-30,187.14,188.49,184.65,186.33,186.33,"41,583,900",190.97166666666666
AMZN,2024-10-01,184.9,186.19,183.45,185.13,185.13,"36,044,900",189.51333333333332
AMZN,2024-10-02,184.44,186.6,184.04,184.76,184.76,"23,704,100",187.98000000000002
AMZN,2024-10-03,183.05,183.44,180.88,181.96,181.96,"30,204,300",186.21833333333333
AMZN,2024-10-04,185.75,187.6,183.6,186.51,186.51,"40,890,300",185.44333333333336
AMZN,2024-10-07,182.95,183.6,180.25,180.8,180.8,"42,364,200",184.24833333333333
AMZN,2024-10-08,181.92,183.09,180.92,182.72,182.72,"26,372,100",183.64666666666668
AMZN,2024-10-09,182.82,185.85,182.05,185.17,185.17,"26,343,100",183.65333333333334
AMZN,2024-10-10,187.13,188.13,185.83,186.65,186.65,"27,785,000",183.96833333333333
AMZN,2024-10-11,186.63,189.93,186.3,188.82,188.82,"25,751,600",185.11166666666665
AMZN,2024-10-14,189.78,189.83,187.36,187.54,187.54,"22,614,400",185.2833333333333
AMZN,2024-10-15,187.63,188.41,184.58,187.69,187.69,"32,178,900",186.43166666666664
AMZN,2024-10-16,187.05,187.78,185.61,186.89,186.89,"23,456,800",187.12666666666664
AMZN,2024-10-17,188.22,188.94,186.0,187.53,187.53,"25,039,400",187.52
AMZN,2024-10-18,187.15,190.74,186.28,188.99,188.99,"37,417,700",187.91
AMZN,2024-10-21,188.05,189.46,186.4,189.07,189.07,"24,639,400",187.95166666666668
AMZN,2024-10-22,188.35,191.52,186.98,189.7,189.7,"29,650,600",188.3116666666667
AMZN,2024-10-23,188.85,189.16,183.69,184.71,184.71,"31,937,100",187.81500000000003
AMZN,2024-10-24,185.25,187.11,183.86,186.38,186.38,"21,647,400",187.73000000000002
AMZN,2024-10-25,187.85,190.45,187.53,187.83,187.83,"29,362,100",187.78
AMZN,2024-10-28,189.57,190.21,188.21,188.39,188.39,"27,930,800",187.67999999999998
AMZN,2024-10-29,188.58,191.46,187.82,190.83,190.83,"35,690,200",187.97333333333333
AMZN,2024-10-30,194.7,195.61,192.42,192.73,192.73,"37,707,600",188.47833333333335
AMZN,2024-10-31,190.51,190.6,185.23,186.4,186.4,"75,146,800",188.76000000000002
AMZN,2024-11-01,199.0,200.5,197.02,197.93,197.93,"99,687,800",190.68500000000003
AMZN,2024-11-04,196.45,197.33,194.31,195.78,195.78,"38,492,100",192.01
AMZN,2024-11-05,196.04,199.82,195.99,199.5,199.5,"30,564,800",193.86166666666668
AMZN,2024-11-06,200.01,207.55,199.14,207.09,207.09,"72,292,200",196.57166666666663
AMZN,2024-11-07,207.44,212.25,207.19,210.05,210.05,"52,878,400",199.45833333333334
AMZN,2024-11-08,209.72,209.96,207.44,208.18,208.18,"36,075,800",203.08833333333337
AMZN,2024-11-11,208.5,209.65,205.59,206.84,206.84,"35,456,000",204.57333333333335
AMZN,2024-11-12,208.37,209.54,206.01,208.91,208.91,"38,942,900",206.76166666666668
AMZN,2024-11-13,209.4,215.09,209.14,214.1,214.1,"46,212,900",209.19499999999996
AMZN,2024-11-14,214.16,215.9,210.88,211.48,211.48,"42,620,300",209.92666666666665
AMZN,2024-11-15,206.76,207.34,199.61,202.61,202.61,"86,591,100",208.68666666666664
AMZN,2024-11-18,204.15,204.67,200.95,201.7,201.7,"36,512,500",207.60666666666668
AMZN,2024-11-19,199.33,205.3,198.78,204.61,204.61,"31,197,900",207.23499999999999
AMZN,2024-11-20,202.98,203.13,199.45,202.88,202.88,"32,769,000",206.23000000000002
AMZN,2024-11-21,203.49,203.49,195.75,198.38,198.38,"58,800,000",203.60999999999999
AMZN,2024-11-22,198.25,199.26,196.75,197.12,197.12,"31,530,800",201.2166666666667
AMZN,2024-11-25,199.28,201.95,199.0,201.45,201.45,"40,685,700",201.02333333333334
AMZN,2024-11-26,201.9,208.0,201.79,207.86,207.86,"41,673,700",202.05000000000004
AMZN,2024-11-27,206.98,207.64,205.05,205.74,205.74,"28,061,600",202.23833333333332
AMZN,2024-11-29,205.83,208.2,204.59,207.89,207.89,"24,892,400",203.07333333333335
AMZN,2024-12-02,209.96,212.99,209.51,210.71,210.71,"39,523,200",205.12833333333333
AMZN,2024-12-03,210.31,214.02,209.65,213.44,213.44,"32,214,800",207.84833333333333
AMZN,2024-12-04,215.96,220.0,215.75,218.16,218.16,"48,745,700",210.63333333333335
AMZN,2024-12-05,218.03,222.15,217.3,220.55,220.55,"41,140,200",212.74833333333333
AMZN,2024-12-06,220.75,227.15,220.6,227.03,227.03,"44,178,100",216.29666666666665
AMZN,2024-12-09,227.21,230.08,225.67,226.09,226.09,"46,819,400",219.32999999999996
AMZN,2024-12-10,226.09,229.06,224.2,225.04,225.04,"31,199,900",221.71833333333333
AMZN,2024-12-11,226.41,231.2,226.26,230.26,230.26,"35,385,800",224.52166666666668
AMZN,2024-12-12,229.83,231.09,227.63,228.97,228.97,"28,204,100",226.32333333333335
AMZN,2024-12-13,228.4,230.2,225.86,227.46,227.46,"28,768,100",227.475
AMZN,2024-12-16,230.23,233.0,228.01,232.93,232.93,"37,552,100",228.45833333333334
AMZN,2024-12-17,232.39,232.73,227.85,231.15,231.15,"35,948,100",229.3016666666667
AMZN,2024-12-18,230.77,231.4,220.11,220.52,220.52,"43,281,400",228.54833333333337
AMZN,2024-12-19,224.91,226.09,222.92,223.29,223.29,"39,918,700",227.38666666666666
AMZN,2024-12-20,219.84,226.21,218.73,224.92,224.92,"88,279,200",226.71166666666667
AMZN,2024-12-23,225.01,226.88,223.9,225.06,225.06,"28,070,000",226.31166666666664
AMZN,2024-12-24,226.94,229.14,226.13,229.05,229.05,"15,007,500",225.665
AMZN,2024-12-26,228.5,228.5,226.67,227.05,227.05,"16,146,700",224.98166666666665
AMZN,2024-12-27,225.6,226.03,220.9,223.75,223.75,"27,367,100",225.51999999999998
AMZN,2024-12-30,220.06,223.0,218.43,221.3,221.3,"28,321,200",225.1883333333333
AMZN,2024-12-31,222.97,223.23,218.94,219.39,219.39,"24,819,700",224.26666666666665
AMZN,2025-01-02,222.03,225.15,218.19,220.22,220.22,"33,956,600",223.46
AMZN,2025-01-03,222.51,225.36,221.62,224.19,224.19,"27,515,600",222.65
AMZN,2025-01-06,226.78,228.84,224.84,227.61,227.61,"31,849,800",222.74333333333334
AMZN,2025-01-07,227.9,228.38,221.46,222.11,222.11,"28,084,200",222.47000000000003
AMZN,2025-01-08,223.19,223.52,220.2,222.13,222.13,"25,033,300",222.60833333333335
AMZN,2025-01-10,221.46,221.71,216.5,218.94,218.94,"36,811,500",222.53333333333333
AMZN,2025-01-13,218.06,219.4,216.47,218.46,218.46,"27,262,700",222.24
AMZN,2025-01-14,220.44,221.82,216.2,217.76,217.76,"24,711,700",221.16833333333332
AMZN,2025-01-15,222.83,223.57,220.75,223.35,223.35,"31,291,300",220.45833333333334
AMZN,2025-01-16,224.42,224.65,220.31,220.66,220.66,"24,757,300",220.21666666666667
AMZN,2025-01-17,225.84,226.51,223.08,225.94,225.94,"42,370,100",220.8516666666667
AMZN,2025-01-21,228.9,231.78,226.94,230.71,230.71,"39,951,500",222.81333333333336
AMZN,2025-01-22,232.02,235.44,231.19,235.01,235.01,"41,448,200",225.5716666666667
AMZN,2025-01-23,234.1,235.52,231.51,235.42,235.42,"26,404,400",228.51500000000001
AMZN,2025-01-24,234.5,236.4,232.93,234.85,234.85,"25,890,700",230.43166666666664
AMZN,2025-01-27,226.21,235.61,225.86,235.42,235.42,"49,428,300",232.89166666666665
AMZN,2025-01-28,234.29,241.77,233.98,238.15,238.15,"41,587,200",234.9266666666667
AMZN,2025-01-29,239.02,240.39,236.15,237.07,237.07,"26,091,700",235.98666666666665
AMZN,2025-01-30,237.14,237.95,232.22,234.64,234.64,"32,020,700",235.92499999999995
AMZN,2025-01-31,236.5,240.29,236.41,237.68,237.68,"36,162,400",236.3016666666667
AMZN,2025-02-03,234.06,239.25,232.9,237.42,237.42,"37,285,900",236.73000000000002
AMZN,2025-02-04,239.01,242.52,238.03,242.06,242.06,"29,713,800",237.83666666666667
AMZN,2025-02-05,237.02,238.32,235.2,236.17,236.17,"38,727,300",237.50666666666666
AMZN,2025-02-06,238.01,239.66,236.01,238.83,238.83,"60,897,100",237.79999999999998
AMZN,2025-02-07,232.5,234.81,228.06,229.15,229.15,"77,539,300",236.88500000000002
AMZN,2025-02-10,230.55,233.92,229.2,233.14,233.14,"35,419,900",236.12833333333333
AMZN,2025-02-11,231.92,233.44,230.13,232.76,232.76,"23,713,700",235.35166666666666
AMZN,2025-02-12,230.46,231.18,228.16,228.93,228.93,"32,285,200",233.16333333333333
AMZN,2025-02-13,228.85,230.42,227.52,230.37,230.37,"31,346,500",232.19666666666663
AMZN,2025-02-14,229.2,229.89,227.23,228.68,228.68,"27,031,100",230.505
AMZN,2025-02-18,228.82,229.3,223.72,226.65,226.65,"42,975,100",230.08833333333334
AMZN,2025-02-19,225.52,226.83,223.71,226.63,226.63,"28,566,700",229.00333333333333
AMZN,2025-02-20,224.78,225.13,221.81,222.88,222.88,"30,001,700",227.35666666666665
AMZN,2025-02-21,223.28,223.31,214.74,216.58,216.58,"55,323,900",225.29833333333332
AMZN,2025-02-24,217.45,217.72,212.42,212.71,212.71,"42,387,600",222.35500000000002
AMZN,2025-02-25,211.63,213.34,204.16,212.8,212.8,"58,958,000",219.70833333333334
AMZN,2025-02-26,214.94,218.16,213.09,214.35,214.35,"39,120,600",217.65833333333333
AMZN,2025-02-27,218.35,219.97,208.37,208.74,208.74,"40,548,600",214.67666666666665
AMZN,2025-02-28,208.65,212.62,206.99,212.28,212.28,"51,771,700",212.91
AMZN,2025-03-03,213.35,214.01,202.55,205.02,205.02,"42,948,400",210.98333333333335
AMZN,2025-03-04,200.11,206.8,197.43,203.8,203.8,"60,853,100",209.49833333333333
AMZN,2025-03-05,204.8,209.98,203.26,208.36,208.36,"38,610,100",208.75833333333335
AMZN,2025-03-06,204.4,205.77,198.3,200.7,200.7,"49,863,800",206.48333333333332
AMZN,2025-03-07,199.49,202.27,192.53,199.25,199.25,"59,802,800",204.90166666666667
AMZN,2025-03-10,195.6,196.73,190.85,194.54,194.54,"62,350,900",201.94500000000002
AMZN,2025-03-11,193.9,200.18,193.4,196.59,196.59,"54,002,900",200.54
AMZN,2025-03-12,200.72,201.52,195.29,198.89,198.89,"43,679,300",199.72166666666666
AMZN,2025-03-13,198.17,198.88,191.82,193.89,193.89,"41,270,800",197.31000000000003
AMZN,2025-03-14,197.41,198.65,195.32,197.95,197.95,"38,096,700",196.85166666666666
AMZN,2025-03-17,198.77,199.0,194.32,195.74,195.74,"47,341,800",196.26666666666665
AMZN,2025-03-18,192.52,194.0,189.38,192.82,192.82,"40,414,900",195.98
AMZN,2025-03-19,193.38,195.97,191.96,195.54,195.54,"39,442,900",195.80499999999998
AMZN,2025-03-20,193.07,199.32,192.3,194.95,194.95,"38,921,100",195.1483333333333
AMZN,2025-03-21,192.9,196.99,192.52,196.21,196.21,"60,056,900",195.535
AMZN,2025-03-24,200.0,203.64,199.95,203.26,203.26,"41,625,400",196.42
AMZN,2025-03-25,203.6,206.21,203.22,205.71,205.71,"31,171,200",198.08166666666668
AMZN,2025-03-26,205.84,206.01,199.93,201.13,201.13,"32,855,300",199.4666666666667
AMZN,2025-03-27,200.89,203.79,199.28,201.36,201.36,"27,317,700",200.43666666666664
AMZN,2025-03-28,198.42,199.26,191.88,192.72,192.72,"52,548,200",200.06500000000003
AMZN,2025-03-31,188.19,191.33,184.4,190.26,190.26,"63,547,600",199.07333333333335
AMZN,2025-04-01,187.86,193.93,187.2,192.17,192.17,"41,267,300",197.22500000000002
AMZN,2025-04-02,187.66,198.34,187.66,196.01,196.01,"53,679,200",195.60833333333335
AMZN,2025-04-03,183.0,184.13,176.92,178.41,178.41,"95,553,600",191.8216666666667
AMZN,2025-04-04,167.15,178.14,166.0,171.0,171.0,"123,159,400",186.76166666666666
AMZN,2025-04-07,162.0,183.41,161.38,175.26,175.26,"109,327,100",183.85166666666666
AMZN,2025-04-08,185.23,185.9,168.57,170.66,170.66,"87,710,400",180.585
AMZN,2025-04-09,172.12,192.65,169.93,191.1,191.1,"116,804,300",180.40666666666664
AMZN,2025-04-10,185.44,186.87,175.85,181.22,181.22,"68,302,000",177.94166666666663
AMZN,2025-04-11,179.93,185.86,178.0,184.87,184.87,"50,594,300",179.01833333333335
